SID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
KIM,7542.038247732308,-89.67529581496456,-25.291050782872407,44.98540180923413,42.261203938900216,-0.4080977845133248,-8.538586133519573,7.5607500772168965,-19.50469782835911,2.0770721469921045,-3.9442885707365463,-6.091349587892155,-2.93138917262776,1.5803926730070588,-2.2577064313159547,0.6979272899852594,4.41551877495308,-0.5012751873440152,-2.7126617631364445,0.6645944514747185
LEE,-7542.038247732308,89.67529581496468,25.2910507828726,-44.98540180923428,-42.2612039389003,0.4080977845133083,8.538586133519484,-7.560750077216812,19.504697828359163,-2.0770721469921387,3.9442885707367044,6.0913495878921795,2.931389172627828,-1.5803926730071112,2.257706431315961,-0.6979272899851958,-4.415518774953143,0.5012751873439697,2.7126617631364547,-0.6645944514747214
